time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.9,0.0,0,50.779102,6.068598,210.3,116,0
1,0,1,3.12,2.22,0,50.779099,6.068573,210.5,114,0
2,0,1,5.31,2.18,0,50.779096,6.068549,210.6,114,1
3,0,1,7.57,2.26,0,50.77909,6.068524,210.8,114,1
4,0,1,9.92,2.35,0,50.779084,6.0685,211.0,114,1
5,0,1,12.28,2.36,0,50.779077,6.068476,211.1,114,2
6,0,1,14.59,2.32,1,50.779069,6.068452,211.3,113,3
7,0,1,16.9,2.31,1,50.779061,6.068428,211.5,113,2
8,0,1,19.21,2.31,1,50.779053,6.068404,211.7,114,2
9,0,1,21.52,2.31,1,50.779044,6.068381,211.9,114,2
10,0,1,23.82,2.29,1,50.779036,6.068357,212.1,115,3
11,0,1,26.13,2.31,2,50.779029,6.068334,212.3,116,2
12,0,1,28.45,2.32,2,50.779022,6.06831,212.4,117,3
13,0,1,30.73,2.29,2,50.779016,6.068286,212.4,117,2
14,0,1,32.95,2.22,2,50.779011,6.068263,212.5,117,2
15,0,1,35.04,2.16,2,50.779007,6.068239,212.5,118,3
16,0,1,37.06,2.07,2,50.779003,6.068214,212.5,119,1
17,0,1,39.05,2.05,2,50.778999,6.068189,212.5,119,1
18,0,1,41.08,2.08,3,50.778995,6.068164,212.6,120,2
19,0,1,43.18,2.14,3,50.77899,6.068137,212.6,121,2
20,0,1,45.3,2.16,3,50.778983,6.06811,212.7,121,2
21,0,1,47.42,2.16,3,50.778976,6.068081,212.7,120,3
22,0,1,49.54,2.16,3,50.778967,6.068051,212.8,120,0
23,0,1,51.66,2.16,3,50.778957,6.068021,212.9,120,4
24,0,1,53.78,2.16,4,50.778946,6.067991,213.0,119,2
25,0,1,55.91,2.16,4,50.778934,6.067959,213.2,119,3
26,0,1,58.03,2.16,4,50.778921,6.067928,213.3,119,2
27,0,1,60.16,2.16,4,50.778908,6.067896,213.4,124,3
28,0,1,62.29,2.16,4,50.778897,6.067864,213.6,129,2
29,0,1,64.41,2.16,4,50.778887,6.067831,213.7,130,2
30,0,1,66.54,2.16,4,50.77888,6.067799,213.8,130,2
31,0,1,68.67,2.17,5,50.778875,6.067769,213.8,131,2
32,0,1,70.8,2.17,5,50.778872,6.06774,213.9,131,2
33,0,1,72.93,2.17,5,50.778869,6.067711,213.9,131,2
34,0,1,75.06,2.17,5,50.778865,6.067681,214.0,131,5
35,0,1,77.19,2.17,5,50.778858,6.067647,214.1,131,2
36,0,1,79.33,2.17,5,50.778849,6.067611,214.2,131,4
